year,ls_number,ac_id,name,party,gender,caste,portfolio,rank,appointment_begin,appointment_end,house,constituency,pid,State,start_source,end_source,comments,type_begin,type_end,dyn,comments
1999,13,,JASWANT SINGH,BJP,M,,Defence,CM,18-03-2001,15-10-2001,Rajya Sabha,NA,NA ,Rajasthan,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1682.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1694.pdf,,mid_term,mid_term,0,"An army major, Jaswant is among few non RSS leaders who reached to the top in the BJP. He became a party member, soon after BJP was founded and was elected to Rajya Sabha in 1980. In fact, during the BJP-led NDA rule, Jaswant held defence, external affairs and finance portfolios before falling out the parent organisaton over favourable portrayal of Mohammad Ali Jinnah, founder of Pakistan in his book on the partition of the Indian subcontinent in 1947. He enjoys clean image. Jaswant's son Manvendra is a journalist turned politician. "
1999,13,,JASWANT SINGH,BJP,M,,Finance and Company Affairs,CM,01-07-2002,22-05-2004,Rajya Sabha,NA,NA ,Rajasthan,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1704.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,mid_term,end_of_term,0,"An army major, Jaswant is among few non RSS leaders who reached to the top in the BJP. He became a party member, soon after BJP was founded and was elected to Rajya Sabha in 1980. In fact, during the BJP-led NDA rule, Jaswant held defence, external affairs and finance portfolios before falling out the parent organisaton over favourable portrayal of Mohammad Ali Jinnah, founder of Pakistan in his book on the partition of the Indian subcontinent in 1947. He enjoys clean image. Jaswant's son Manvendra is a journalist turned politician. "
2014,16,19,JASWANTSINH SUMANBHAI BHABHOR,BJP,M,ST,Tribal Affairs,MoS,05-07-2016,30-05-2019,Lok Sabha,DAHOD,16_Gujarat_19_0_1,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,mid_term,end_of_term,0,
2004,14,27,JAY PRAKASH NARAYAN YADAV,RJD,M,OBC,Water Resources,MoS,22-05-2004,06-11-2005,Lok Sabha,MONGHYR,14_Bihar_29_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1458.pdf,,start_of_term,mid_term,0,
2004,14,27,JAY PRAKASH NARAYAN YADAV,RJD,M,OBC,Water Resources,MoS,24-10-2006,22-05-2009,Lok Sabha,MONGHYR,14_Bihar_29_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1482.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,mid_term,end_of_term,0,
2014,16,14,JAYANT SINHA,BJP,M,UC,Civil Aviation,MoS,05-07-2016,30-05-2019,Lok Sabha,HAZARIBAGH,16_Jharkhand_14_0_1,Jharkhand,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,mid_term,end_of_term,1,"Son of Yashwant Sinha, former Minister of Finance"
2014,16,14,JAYANT SINHA,BJP,M,UC,Finance,MoS,09-11-2014,05-07-2016,Lok Sabha,HAZARIBAGH,16_Jharkhand_14_0_1,Jharkhand,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_10.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,,mid_term,mid_term,1,"Son of Yashwant Sinha, former Minister of Finance"
1996,11,,JAYANTHI NATARAJAN,TMC(M),F,,Civil Aviation,MoS,09-06-1997,19-03-1998,Rajya Sabha,NA,NA ,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1629.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1637.pdf,,mid_term,end_of_term,0,
1996,11,,JAYANTHI NATARAJAN,TMC(M),F,,Parliamentary Affairs,MoS,09-06-1997,19-03-1998,Rajya Sabha,NA,NA ,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1629.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1637.pdf,,mid_term,end_of_term,0,
1996,11,,JAYANTHI NATARAJAN,TMC(M),F,,Coal,MoS,10-01-1998,19-03-1998,Rajya Sabha,NA,NA ,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1635.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1637.pdf,,mid_term,end_of_term,0,
2009,15,,JAYANTHI NATARAJAN,INC,F,,Environment and Forests,MoS(IC),12-07-2011,21-12-2013,Rajya Sabha,NA,NA ,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_917.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_865.pdf,,mid_term,mid_term,0,
1990,9,,JAYANTILAL VIRCHANDBHAI SHAH,JD,M,,Agriculture,MoS,21-11-1990,25-04-1991,Lok Sabha,BANASKANTHA,9_Gujarat_14_0_1,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1574.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1540.pdf,,mid_term,mid_term,,
1999,13,,JAYAWANTI BEN NAVINCHANDRA MEHTA,BJP,F,,Power,MoS,13-10-1999,22-05-2004,Lok Sabha,MUMBAI SOUTH,13_Maharashtra_4_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1751.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,start_of_term,end_of_term,0,
2009,15,,JESUDASU SEELAM,INC,M,,Finance,MoS,17-06-2013,26-05-2014,Rajya Sabha,NA,NA ,Andhra_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_867.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,mid_term,end_of_term,0,
2009,15,8,JITENDRA SINGH,INC,M,UC,Home Affairs,MoS,12-07-2011,28-10-2012,Lok Sabha,ALWAR,15_Rajasthan_8_0_1,Rajasthan,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_917.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_874.pdf,,mid_term,mid_term,1,"Nephew of Choudhry Lahiri Singh, former Union Minister. His father Rajinder Singh Malik was also involved in politics."
2009,15,8,JITENDRA SINGH,INC,M,UC,Defence,MoS,28-10-2012,26-05-2014,Lok Sabha,ALWAR,15_Rajasthan_8_0_1,Rajasthan,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_874.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,mid_term,end_of_term,1,"Nephew of Choudhry Lahiri Singh, former Union Minister. His father Rajinder Singh Malik was also involved in politics."
2009,15,8,JITENDRA SINGH,INC,M,UC,Youth Affairs and Sports,MoS(IC),28-10-2012,26-05-2014,Lok Sabha,ALWAR,15_Rajasthan_8_0_1,Rajasthan,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_874.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,mid_term,end_of_term,1,"Nephew of Choudhry Lahiri Singh, former Union Minister. His father Rajinder Singh Malik was also involved in politics."
2004,14,29,JITIN PRASADA,INC,M,UC,Steel,MoS,06-04-2008,22-05-2009,Lok Sabha,SHAHJAHANPUR,14_Uttar_Pradesh_10_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1486.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,mid_term,end_of_term,1,"Son of Jitendra Prasada, former VP of Congress"
2009,15,29,JITIN PRASADA,INC,M,UC,Petroleum and Natural Gas,MoS,28-05-2009,19-01-2011,Lok Sabha,DHAURAHRA,15_Uttar_Pradesh_29_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_924.pdf,,mid_term,mid_term,1,"Son of Jitendra Prasada, former VP of Congress"
2009,15,29,JITIN PRASADA,INC,M,UC,Road Transport and Highways,MoS,19-01-2011,28-10-2012,Lok Sabha,DHAURAHRA,15_Uttar_Pradesh_29_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_924.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_874.pdf,,mid_term,mid_term,1,"Son of Jitendra Prasada, former VP of Congress"
2009,15,29,JITIN PRASADA,INC,M,UC,Human Resource Development,MoS,28-10-2012,26-05-2014,Lok Sabha,DHAURAHRA,15_Uttar_Pradesh_29_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_874.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,mid_term,end_of_term,1,"Son of Jitendra Prasada, former VP of Congress"
1999,13,,JUAL ORAM,BJP,M,ST,Tribal Affairs,CM,13-10-1999,22-05-2004,Lok Sabha,SUNDARGARH,13_Odisha_20_0_1,Odisha,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1751.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,start_of_term,end_of_term,0,
2014,16,2,JUAL ORAM,BJP,M,ST,Tribal Affairs,CM,27-05-2014,30-05-2019,Lok Sabha,SUNDARGARH,16_Odisha_2_0_1,Odisha,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,start_of_term,end_of_term,0,
2009,15,4,JYOTIRADITYA SCINDIA,INC,M,UC,Commerce and Industry,MoS,28-05-2009,28-10-2012,Lok Sabha,GUNA,15_Madhya_Pradesh_4_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_874.pdf,,mid_term,mid_term,1,"Former union minister Madhavrao Scindia's son, ex-Maharaja of Gwalior first elected in 200 2 (by-election)"
2009,15,4,JYOTIRADITYA SCINDIA,INC,M,UC,Power,MoS(IC),28-10-2012,26-05-2014,Lok Sabha,GUNA,15_Madhya_Pradesh_4_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_874.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,mid_term,end_of_term,1,"Former union minister Madhavrao Scindia's son, ex-Maharaja of Gwalior first elected in 200 2 (by-election)"
2004,14,4,JYOTIRADITYA SCINDIA,INC,M,UC,Communications and Information Technology,MoS,06-04-2008,22-05-2009,Lok Sabha,GUNA,14_Madhya_Pradesh_4_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1486.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,mid_term,end_of_term,1,"Former union minister Madhavrao Scindia's son, ex-Maharaja of Gwalior first elected in 200 2 (by-election)"
1999,13,,K JANA KRISHNAMURTHY,BJP,M,,Law and Justice,CM,01-07-2002,29-01-2003,Rajya Sabha,NA,NA ,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1704.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1710.pdf,,mid_term,mid_term,0,
1991,10,,K. C. LENKA,INC,M,,Agriculture,MoS,21-06-1991,18-01-1993,Rajya Sabha,NA,NA ,Odisha,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1552.pdf,,start_of_term,mid_term,0,
1991,10,,K. C. LENKA,INC,M,,Railways,MoS,18-01-1993,02-04-1994,Rajya Sabha,NA,NA ,Odisha,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1552.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1531.pdf,,mid_term,mid_term,0,
2004,14,,K. CHANDRA SHEKHAR RAO,TRS,M,IC,Shipping,CM,22-05-2004,25-05-2004,Lok Sabha,KARIMNAGAR,14_Andhra_Pradesh_20_2_1,Andhra_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1473.pdf,,start_of_term,mid_term,1,"KCR as he is popularly known is perhaps, the most feared politician in Andhra Pradesh. He has never lost an election since 1985. He was a member of State Assembly (1985-2004) and was elected to Lok Sabha in 2004 and 2009  and in two by-elections from Karimnagar seat between 2004-2009, both forced because of his resignations in protest over Telangana. Unlike other politicians, his political journey has been controversial and rough. He is known for his arrogant belief in his ability to get elected, and frequently threatens to resign. He resigned from Deputy Speaker post, as MLA and from TDP to float his own party Telangana Rashtra Samithi (TRS). He resigned from Lok Sabha seat twice and got re-elected, and also resigned as a Union Minister. With limited political power, he forced the UPA government to accede Statehood for Telangana although the government later changed its decision due to political turmoil with his famous hunger strike till death call."
2004,14,,K. CHANDRA SHEKHAR RAO,TRS,M,IC,Minister Without Portfolio,CM,25-05-2004,27-11-2004,Lok Sabha,KARIMNAGAR,14_Andhra_Pradesh_20_2_1,Andhra_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1475.pdf,,start_of_term,mid_term,1,"KCR as he is popularly known is perhaps, the most feared politician in Andhra Pradesh. He has never lost an election since 1985. He was a member of State Assembly (1985-2004) and was elected to Lok Sabha in 2004 and 2009  and in two by-elections from Karimnagar seat between 2004-2009, both forced because of his resignations in protest over Telangana. Unlike other politicians, his political journey has been controversial and rough. He is known for his arrogant belief in his ability to get elected, and frequently threatens to resign. He resigned from Deputy Speaker post, as MLA and from TDP to float his own party Telangana Rashtra Samithi (TRS). He resigned from Lok Sabha seat twice and got re-elected, and also resigned as a Union Minister. With limited political power, he forced the UPA government to accede Statehood for Telangana although the government later changed its decision due to political turmoil with his famous hunger strike till death call."
2004,14,,K. CHANDRA SHEKHAR RAO,TRS,M,IC,Labour and Employment,CM,27-11-2004,24-08-2006,Lok Sabha,KARIMNAGAR,14_Andhra_Pradesh_20_2_1,Andhra_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1475.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1481.pdf,,mid_term,mid_term,1,"KCR as he is popularly known is perhaps, the most feared politician in Andhra Pradesh. He has never lost an election since 1985. He was a member of State Assembly (1985-2004) and was elected to Lok Sabha in 2004 and 2009  and in two by-elections from Karimnagar seat between 2004-2009, both forced because of his resignations in protest over Telangana. Unlike other politicians, his political journey has been controversial and rough. He is known for his arrogant belief in his ability to get elected, and frequently threatens to resign. He resigned from Deputy Speaker post, as MLA and from TDP to float his own party Telangana Rashtra Samithi (TRS). He resigned from Lok Sabha seat twice and got re-elected, and also resigned as a Union Minister. With limited political power, he forced the UPA government to accede Statehood for Telangana although the government later changed its decision due to political turmoil with his famous hunger strike till death call."
1991,10,,K. KAMALA KUMARI,INC,F,,Welfare,DM,21-06-1991,17-01-1993,Lok Sabha,BHADRACHALAM,10_Andhra_Pradesh_5_0_1,Andhra_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1551.pdf,,start_of_term,mid_term,0,
1991,10,,K. KARUNAKARAN,INC,M,,Industry,CM,11-06-1995,16-05-1996,Rajya Sabha,NA,NA ,Kerala,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1584.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1607.pdf,,mid_term,end_of_term,1,Son K Muraleedharan is a member of Lok Sabha. Daughter Padmaja Venugopal is one of the general secretaries of the Kerala Pradesh Congress Committee
2004,14,,K. NATWAR SINGH,INC,M,,External Affairs,CM,22-05-2004,07-11-2005,Rajya Sabha,NA,NA ,Rajasthan,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1459.pdf,,start_of_term,mid_term,0,
2004,14,,K. NATWAR SINGH,INC,M,,Minister Without Portfolio,CM,07-11-2005,07-12-2005,Rajya Sabha,NA,NA ,Rajasthan,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1458.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1460.pdf,,mid_term,mid_term,0,
1991,10,,K. P. SINGH DEO,INC,M,,Information and Broadcasting,MoS(IC),19-01-1993,15-09-1995,Lok Sabha,DHENKANAL,10_Odisha_19_0_1,Odisha,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1554.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1591.pdf,,mid_term,mid_term,0,
1991,10,,K. P. SINGH DEO,INC,M,,Food Processing Industries,MoS(IC),15-09-1995,16-05-1996,Lok Sabha,DHENKANAL,10_Odisha_19_0_1,Odisha,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1591.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1607.pdf,,mid_term,end_of_term,0,
2009,15,,K. RAHMAN KHAN,INC,M,,Minority Affairs,CM,28-10-2012,26-05-2014,Rajya Sabha,NA,NA,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_874.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,mid_term,end_of_term,0,
1991,10,,K. RAMAMURTHY,INC,M,,Labour,MoS(IC),21-06-1991,30-07-1991,Lok Sabha,KRISHNAGIRI,10_Tamil_Nadu_14_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1548.pdf,,start_of_term,mid_term,1,Son Rama Suganthan is a member of Congress
2004,14,,K. REHMAN KHAN,INC,M,,Chemicals and Fertilizers,MoS,22-05-2004,20-07-2004,Rajya Sabha,NA,NA ,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1471.pdf,,start_of_term,mid_term,0,
1991,10,,K. V. THANGKA BALU,INC,M,,Welfare,MoS,19-01-1993,16-05-1996,Lok Sabha,DHARMAPURI,10_Tamil_Nadu_13_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1554.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1607.pdf,,mid_term,end_of_term,0,
1991,10,,K. VIJAYA BHASKARA REDDY,INC,M,,"Law, Justice, and Company Affairs",CM,21-06-1991,09-10-1992,Lok Sabha,KURNOOL,10_Andhra_Pradesh_26_0_1,Andhra_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1529.pdf,,start_of_term,mid_term,1,Son K. J Prakasha Reddy is an MP from Congress
2009,15,15,K.C. VENUGOPAL,INC,M,OBC,Power,MoS,19-01-2011,28-10-2012,Lok Sabha,ALAPPUZHA,15_Kerala_15_0_1,Kerala,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_924.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_874.pdf,,mid_term,mid_term,0,He started out as a student leader and remained president of the Kerala Students Union for a long time. Former Minister of Tourism in Kerala..
2009,15,15,K.C. VENUGOPAL,INC,M,OBC,Civil Aviation,MoS,28-10-2012,26-05-2014,Lok Sabha,ALAPPUZHA,15_Kerala_15_0_1,Kerala,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_874.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,mid_term,end_of_term,0,He started out as a student leader and remained president of the Kerala Students Union for a long time. Former Minister of Tourism in Kerala..
2004,14,,K.H. MUNCHHATRAIYAPPA,INC,M,,Shipping,MoS,25-05-2005,22-05-2009,Lok Sabha,KOLAR,14_Karnataka_10_0_1,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1765.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,mid_term,end_of_term,0,
2004,14,28,K.H. MUNIYAPPA,INC,M,SC,Road Transport and Highways,MoS,22-05-2004,22-05-2009,Lok Sabha,KOLAR,14_Karnataka_10_0_1,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,start_of_term,end_of_term,0,
